id,height,width,x,y,bbox_width,bbox_height
37,802,760,326,425,221,353
78,1061,353,455,138,159,379
67,804,563,233,16,304,288
79,868,441,467,164,237,240
61,976,697,445,187,213,256
31,620,967,182,321,291,327
0,466,397,243,72,46,67
60,670,1017,230,437,254,158
39,315,578,87,54,355,174
68,1100,471,348,177,236,380
23,1088,785,478,429,160,357
53,550,442,344,57,120,152
53,751,703,218,438,67,228
73,458,1049,106,382,392,188
43,710,635,13,168,288,305
2,612,403,241,82,263,254
14,678,965,256,414,366,186
75,486,649,41,219,127,371
77,729,448,486,38,143,197
10,676,194,405,14,60,89
39,743,348,281,113,170,184
14,638,603,358,214,279,93
33,1035,964,461,452,261,355
50,903,906,403,300,263,260
70,1075,541,314,116,161,374
31,704,708,481,264,201,59
27,660,734,490,13,382,115
13,739,579,108,164,223,347
67,685,854,349,489,265,120
43,606,684,28,318,111,298
75,514,1066,67,494,308,167
25,712,233,189,28,88,311
16,864,847,154,160,378,335
2,685,627,223,26,318,277
44,697,793,500,385,129,103
68,625,499,281,188,108,239
48,566,960,33,470,266,133
12,836,966,430,375,231,279
37,851,684,434,278,55,373
69,753,654,328,228,80,291
67,670,794,348,290,149,189
15,807,829,164,487,176,270
75,705,485,358,48,69,81
23,729,825,412,364,384,248
35,616,736,78,287,246,344
73,512,482,70,127,46,85
21,1005,888,432,466,105,361
56,671,1099,9,498,213,318
27,392,601,97,23,271,68
52,618,865,40,413,288,317
38,797,679,317,154,386,94
68,817,794,462,245,194,223
63,338,721,59,246,280,162
37,573,832,351,354,155,68
35,137,873,45,438,239,40
27,743,423,104,86,120,260
47,907,823,495,413,148,102
15,895,548,380,112,181,278
63,154,813,11,487,263,48
56,796,368,411,40,111,120
12,630,308,246,168,69,303
46,687,765,221,250,400,76
42,747,579,363,309,218,262
74,577,894,130,432,126,111
45,1048,742,297,221,379,369
39,674,722,214,306,264,275
53,553,466,366,44,268,109
4,879,557,396,362,49,139
40,819,688,401,263,177,200
65,889,847,191,177,325,392
75,864,864,305,169,348,161
8,979,1006,416,439,256,281
55,580,940,112,341,236,372
34,326,572,5,152,186,56
14,347,433,62,177,141,78
54,634,566,390,134,314,61
7,946,1014,458,322,305,180
52,559,1050,180,362,330,307
32,638,961,275,480,139,243
4,1006,943,458,379,347,239
79,801,975,456,382,301,219
66,830,623,335,45,295,174
62,734,674,343,245,91,128
37,475,605,41,97,357,246
79,303,775,113,219,219,145
27,1051,642,348,249,72,376
63,764,833,87,140,331,307
43,616,946,164,387,241,143
39,960,397,296,0,44,364
23,593,998,57,480,290,281
0,675,754,39,392,119,321
72,988,834,380,453,323,296
22,671,943,21,366,371,325
6,629,607,147,338,144,95
36,584,875,105,406,317,111
4,399,496,235,165,123,91
78,575,607,342,155,60,99
58,787,758,226,346,57,366
52,817,722,350,161,239,383
5,560,822,234,310,142,192
37,1148,592,371,349,93,379
32,731,727,487,455,181,127
47,771,865,183,415,382,366
46,573,412,118,135,135,379
72,808,831,404,109,380,137
49,397,687,235,201,198,51
49,1065,773,495,302,255,222
23,529,1007,347,263,375,103
56,588,656,288,151,303,47
71,846,715,487,44,315,263
23,557,868,115,251,230,218
47,262,858,45,404,269,119
65,739,477,340,110,62,266
18,796,534,235,138,217,162
56,465,658,35,215,356,328
56,768,617,263,486,65,218
75,822,751,104,439,133,336
40,986,777,482,191,381,272
43,808,504,414,68,180,183
14,809,278,332,14,184,281
3,637,586,188,325,122,136
18,455,706,19,30,349,65
3,724,779,235,169,269,188
21,710,851,221,420,354,257
1,669,607,157,54,381,336
11,819,731,494,184,388,46
8,877,1108,385,437,273,388
36,548,601,207,111,142,43
20,697,773,217,196,390,102
31,744,485,192,40,120,205
3,782,968,486,478,235,167
72,669,770,403,223,257,180
16,1065,965,435,458,111,366
21,392,508,78,100,68,252
2,682,518,64,190,235,350
58,575,713,82,241,353,293
1,651,338,267,66,121,258
38,445,871,57,414,178,278
79,621,921,438,490,269,128
8,888,759,493,269,382,126
71,839,591,484,4,224,230
65,264,852,26,469,122,66
30,430,587,241,190,80,95
1,412,605,310,162,121,61
61,811,920,359,484,335,187
33,769,783,296,199,283,129
50,509,777,115,383,73,51
67,713,488,155,130,106,195
37,422,479,121,46,125,223
40,681,750,54,233,270,244
28,861,246,376,30,111,359
65,680,867,65,138,386,293
48,614,572,188,258,214,268
17,575,662,110,157,194,126
27,504,783,383,330,213,81
62,371,368,151,93,192,96
15,722,875,145,500,64,346
30,940,548,248,339,153,349
67,617,1057,384,353,309,49
33,645,926,149,339,394,203
63,1017,683,233,475,153,386
42,724,504,173,263,128,330
79,817,584,314,273,256,387
11,990,871,436,375,154,185
14,710,488,309,119,136,119
20,824,731,108,400,173,372
16,497,307,358,39,205,70
71,261,419,123,74,241,60
13,736,691,346,249,354,309
49,461,589,289,306,113,89
21,384,547,70,143,70,249
58,443,1094,201,338,358,97
36,212,462,21,360,41,63
25,696,553,233,16,207,70
47,932,717,440,212,125,341
67,596,795,294,230,186,169
34,956,689,313,197,170,297
2,584,741,364,235,168,97
11,406,452,91,15,152,187
67,1196,393,477,144,168,320
42,815,830,296,329,156,202
4,816,893,237,472,310,311
34,854,363,160,50,40,351
23,902,824,227,386,343,333
28,959,611,488,154,259,243
45,513,492,346,24,76,44
76,766,735,461,264,168,229
18,971,557,497,367,132,193
37,512,1044,127,459,246,66
24,515,506,178,106,88,294
45,925,653,218,101,323,374
34,351,574,52,228,161,201
20,511,1034,237,355,305,58
1,1083,763,475,442,146,222
1,986,862,481,465,43,125
17,639,518,174,267,50,368
79,488,528,100,139,179,83
5,845,846,353,360,309,154
33,540,779,262,356,118,169
10,836,694,486,3,385,289
10,316,947,69,373,306,159
73,793,447,260,233,97,400
76,431,753,96,378,74,176
56,441,563,174,6,393,180
11,777,475,154,204,219,340
33,772,439,482,24,369,134
0,1035,493,397,7,336,386
24,609,824,84,360,214,269
51,752,736,420,273,198,244
25,753,710,263,391,185,168
0,887,1113,433,486,256,396
58,658,779,151,238,167,291
57,724,725,42,262,389,396
43,996,827,384,446,50,215
61,402,1098,224,420,281,80
50,773,362,416,65,134,288
42,452,617,207,27,207,81
15,1011,679,375,238,66,394
3,738,436,342,182,177,85
47,653,688,403,117,319,154
24,791,1092,172,496,278,284
73,949,900,430,482,90,241
37,778,795,401,461,170,78
18,739,358,398,229,63,284
14,1104,779,403,396,112,338
10,518,492,391,252,60,66
11,1020,654,474,325,192,397
72,428,934,265,404,188,122
69,254,700,119,202,396,63
0,732,406,109,185,80,296
54,738,981,257,494,188,357
20,667,777,237,237,219,331
57,743,541,470,77,380,118
21,887,637,336,123,142,237
64,464,487,13,14,377,277
10,360,999,220,458,240,89
73,511,623,238,420,147,42
4,414,968,248,284,296,69
55,671,702,223,430,190,276
35,712,705,494,292,296,85
38,763,428,160,79,269,254
66,482,953,100,210,395,167
23,744,711,358,50,319,53
20,761,597,330,55,225,359
69,958,656,418,170,192,297
70,651,815,484,168,384,61
44,761,715,352,366,278,106
21,947,379,425,13,226,161
70,580,843,276,359,382,170
36,183,735,70,137,269,70
49,833,886,120,176,381,370
61,878,738,192,69,391,384
17,605,822,164,434,123,353
45,866,810,258,205,248,303
3,1071,622,431,491,47,252
2,579,478,399,238,80,82
14,498,909,139,438,247,73
37,420,695,71,452,178,72
7,634,499,475,325,105,92
12,868,393,286,182,130,196
41,796,390,297,98,131,342
65,589,723,199,358,212,317
25,644,278,228,6,148,46
12,731,346,286,234,41,144
27,440,977,126,294,394,87
42,694,611,71,333,75,237
45,1058,704,498,215,356,174
37,558,821,161,453,73,337
18,764,782,192,285,275,368
2,714,397,403,159,198,161
69,538,459,111,12,174,247
39,677,913,350,206,372,227
28,714,701,256,482,56,309
38,533,497,192,22,172,95
64,689,792,258,261,348,353
64,595,739,80,128,369,248
3,758,278,115,22,108,296
36,715,617,229,274,240,335
75,653,999,341,354,313,137
34,600,442,310,69,287,176
35,929,222,439,27,132,96
19,802,543,234,214,56,181
40,462,848,57,411,305,155
45,706,676,321,279,283,122
20,757,1001,327,419,370,112
3,752,833,378,453,83,197
29,659,445,10,110,233,374
77,911,510,357,105,191,370
6,608,564,127,313,192,376
5,539,538,14,321,116,252
73,747,610,343,103,366,288
5,1103,1129,498,413,319,219
12,741,668,239,75,290,378
71,542,948,109,361,370,65
60,461,973,210,500,288,155
26,258,590,19,236,238,86
66,625,432,229,237,81,243
55,965,526,479,125,260,95
15,799,522,417,222,160,208
52,738,985,365,376,264,320
55,569,619,79,115,361,205
18,691,804,124,338,92,353
28,755,646,110,113,138,390
39,960,788,424,279,193,381
33,658,519,263,114,119,130
63,704,1100,122,457,380,302
61,978,1125,234,494,315,384
40,653,945,199,458,329,340
59,430,978,76,340,313,54
40,732,627,211,302,218,193
73,557,250,309,5,59,163
68,573,584,104,169,252,252
33,701,655,381,364,170,101
19,841,721,438,156,259,108
47,718,998,159,432,400,172
70,1141,405,480,255,47,271
64,648,646,367,122,163,84
77,1079,914,438,140,400,268
48,643,688,389,305,206,183
75,499,776,147,260,387,217
43,1085,540,480,184,66,321
65,593,870,183,244,299,286
61,744,501,217,61,154,368
14,768,922,217,468,107,286
69,890,461,406,315,42,104
53,811,543,243,16,309,223
50,671,482,265,123,46,321
58,482,901,69,432,226,75
48,754,669,272,22,393,376
25,726,869,428,281,228,76
11,952,724,467,246,135,94
32,700,910,401,418,162,108
74,776,509,319,17,342,341
8,863,845,436,197,252,234
9,192,510,31,176,257,44
11,773,876,474,382,103,114
23,705,700,295,281,165,342
33,848,498,420,74,233,324
61,492,343,274,103,144,137
55,458,559,151,226,147,52
22,609,688,228,240,241,217
49,510,531,242,97,173,187
45,532,342,132,148,109,233
56,803,477,141,75,44,297
36,758,795,485,330,323,96
48,808,182,483,16,56,142
24,637,505,377,107,58,70
13,820,640,313,193,121,175
43,895,596,244,59,292,321
25,292,653,130,360,177,87
63,925,1010,320,452,379,205
40,951,588,331,470,44,365
66,662,675,27,4,378,315
5,644,788,251,407,311,194
74,811,611,252,82,156,356
1,761,333,322,46,214,109
12,801,460,408,36,101,246
25,977,1209,305,447,400,378
6,853,877,471,175,308,160
62,813,940,206,242,383,281
75,1134,789,372,412,211,387
23,650,839,173,322,299,97
0,1028,995,431,455,327,199
66,650,884,323,369,208,155
59,343,629,10,274,212,189
33,701,719,374,308,312,197
18,715,508,471,125,280,170
74,836,649,419,396,93,136
69,710,1071,378,482,293,107
68,1064,555,366,140,375,320
68,668,730,36,213,144,367
41,782,630,130,127,144,280
40,777,382,347,101,109,246
40,956,528,299,337,150,377
42,925,903,499,487,342,322
61,529,601,5,219,96,219
11,579,814,210,327,253,214
53,856,421,488,4,72,242
29,844,643,429,191,63,107
11,667,641,262,340,239,269
55,211,385,68,30,215,67
28,1022,782,408,438,44,375
66,394,627,157,273,305,194
14,840,806,385,214,281,202
64,773,356,228,102,66,147
39,1212,423,466,117,214,387
10,970,818,471,376,160,99
65,595,582,371,74,223,55
57,849,740,436,223,322,197
50,621,505,314,171,73,74
31,360,1092,47,341,377,267
57,844,452,354,229,92,108
48,527,686,207,176,361,166
56,612,837,0,376,398,326
29,723,387,75,106,88,390
22,533,611,74,54,176,386
34,850,1035,400,350,345,384
15,505,602,275,49,262,169
79,1015,780,470,377,316,396
41,597,363,137,153,41,394
44,753,313,412,53,157,272
42,586,910,427,499,278,84
5,770,571,278,112,87,370
66,636,746,249,322,274,155
61,697,1081,49,349,367,312
6,832,566,97,183,315,346
51,470,795,96,400,195,292
65,602,534,120,177,171,399
50,828,736,98,121,268,364
6,816,735,99,409,162,333
61,791,271,250,7,61,388
62,204,960,30,483,247,119
46,874,496,114,199,246,391
55,918,489,345,118,73,330
59,431,705,70,419,235,202
72,361,503,66,195,266,236
20,832,1073,205,397,398,367
22,824,546,145,264,157,358
5,632,874,245,447,350,337
48,582,741,357,220,132,119
45,1010,972,311,473,276,315
16,921,912,230,318,326,312
59,264,484,103,49,90,51
7,437,434,231,131,209,149
55,412,496,88,92,137,276
8,380,433,0,151,48,85
73,671,852,151,297,290,399
31,311,1065,22,377,388,83
38,759,436,457,28,112,46
78,755,796,193,360,90,232
26,794,963,285,488,263,128
26,728,486,388,6,396,72
51,511,957,282,453,388,109
76,740,344,301,94,62,305
1,660,550,391,293,189,189
29,852,553,350,23,269,391
3,1126,809,405,373,147,386
57,736,569,284,63,259,381
76,1114,745,421,365,94,297
33,903,511,441,267,63,80
57,924,791,398,405,61,243
10,869,541,326,135,169,325
78,496,619,70,267,108,213
39,437,477,187,60,277,165
23,668,705,473,284,204,60
54,256,776,107,375,190,98
20,969,778,382,165,229,281
64,1084,890,397,463,117,331
31,886,755,405,229,302,157
36,762,564,295,381,75,347
21,977,608,404,187,157,266
33,371,557,83,42,194,66
22,722,1119,160,477,280,346
67,558,1038,217,463,187,82
27,554,1049,6,464,218,357
50,752,398,115,29,209,266
56,669,207,144,60,60,205
71,738,463,468,44,257,82
65,402,606,40,336,216,298
36,854,855,113,500,131,400
30,748,549,84,168,193,276
22,864,717,436,104,235,245
32,541,638,296,414,55,109
35,617,265,355,17,64,199
78,707,666,70,150,135,275
27,786,589,108,105,237,317
67,640,605,72,105,368,377
11,880,619,447,204,253,220
34,414,498,175,67,145,153
66,630,430,258,71,200,226
75,465,264,211,4,104,201
59,540,1038,290,274,398,187
79,666,577,326,470,62,155
21,620,513,4,378,52,226
38,630,381,112,3,129,384
47,1003,822,377,410,294,307
59,857,991,318,380,332,160
74,446,848,61,343,312,87
38,649,499,35,247,84,292
15,805,571,270,169,273,200
51,1090,529,387,330,90,339
45,859,629,347,355,201,222
5,807,531,465,101,95,228
71,725,688,162,262,125,379
51,584,579,220,121,345,90
19,329,568,23,99,120,220
60,881,528,379,81,67,399
20,842,566,237,123,110,282
75,778,1031,146,343,381,310
2,753,527,425,372,79,40
23,719,669,11,248,322,328
1,355,429,153,145,138,103
62,934,746,450,87,284,163
26,587,666,231,76,329,293
45,526,1111,33,406,351,100
54,821,515,325,274,165,217
67,560,492,413,154,114,92
24,821,542,190,207,95,257
33,265,524,119,40,321,52
6,670,840,283,427,352,197
65,496,891,177,493,171,87
48,242,858,121,496,102,80
71,352,666,5,256,95,171
62,696,830,310,295,278,89
26,833,748,441,16,359,119
78,1094,707,384,415,102,350
37,756,525,416,138,199,199
3,851,454,168,120,94,384
75,504,867,301,402,135,143
20,1167,836,496,378,214,370
0,458,517,185,310,75,148
60,746,994,188,451,246,343
56,655,770,228,400,221,335
43,609,594,33,248,222,236
75,836,514,484,144,75,178
79,454,675,143,149,209,60
29,610,654,259,215,305,176
69,658,468,493,223,117,115
36,674,913,222,481,232,199
35,677,630,295,150,323,44
3,870,635,443,438,50,249
4,795,633,273,225,128,392
39,370,1123,111,396,392,103
52,446,239,217,18,103,67
69,892,561,445,69,153,93
2,533,484,15,117,191,128
33,931,360,328,23,74,254
2,722,1001,482,336,294,51
10,961,653,465,162,326,333
68,413,987,39,460,162,80
57,574,433,349,135,45,91
73,612,419,24,306,42,400
63,623,300,270,166,42,97
8,872,1106,241,472,337,255
53,853,734,329,173,376,269
66,395,405,39,214,58,239
47,524,383,150,86,61,148
67,739,444,334,22,170,160
67,975,580,284,165,182,313
28,679,392,23,27,113,383
32,533,617,71,161,198,106
58,768,526,473,240,213,173
6,911,1158,410,489,338,162
11,573,832,122,431,339,197
64,529,608,64,325,142,278
66,663,706,374,243,330,89
2,584,635,45,194,335,391
0,749,432,261,52,321,288
20,871,1069,133,341,385,382
12,562,664,194,54,394,302
54,507,878,159,171,372,234
54,790,678,94,417,153,298
68,818,403,33,65,99,392
12,276,656,65,453,40,92
49,514,647,174,234,310,66
10,773,826,177,364,255,278
79,485,780,264,498,51,105
18,563,721,350,359,194,153
23,404,684,93,277,171,66
14,606,724,328,297,293,101
63,419,1059,5,334,396,319
56,525,477,358,315,42,99
41,467,217,136,7,93,278
29,416,373,67,83,101,165
73,839,962,473,481,202,68
39,875,847,455,259,263,189
50,929,636,498,345,240,143
6,688,871,120,303,254,201
51,902,767,341,112,372,256
66,648,465,187,20,60,103
36,976,755,367,467,196,264
67,1144,776,394,326,163,379
0,1055,430,425,56,115,269
4,876,687,311,406,126,352
18,555,584,54,110,346,392
48,1040,954,497,347,215,338
17,735,209,249,12,126,320
60,848,691,297,227,201,231
79,741,747,362,144,295,102
73,694,565,310,40,133,230
33,1000,677,460,331,71,222
74,593,906,185,371,383,74
37,791,782,313,84,339,79
30,426,1002,319,463,354,44
42,425,747,253,291,256,64
56,1077,803,402,265,363,293
24,969,436,461,182,200,153
55,676,470,365,137,145,182
41,337,610,117,116,141,132
9,891,529,459,102,269,328
64,827,1035,222,395,248,290
37,644,969,236,481,301,249
32,635,931,157,186,365,160
59,739,901,236,265,331,168
25,541,247,88,8,113,156
42,695,1049,483,343,337,81
3,482,705,202,237,267,124
51,742,674,383,147,147,83
70,413,865,60,446,220,247
51,675,764,123,437,175,388
41,704,406,129,101,167,200
70,576,1098,197,444,385,273
47,649,560,354,250,73,73
7,861,613,433,310,59,199
73,336,886,66,395,134,183
11,402,970,183,497,139,172
75,346,373,197,25,281,82
6,693,493,295,312,74,84
6,841,743,135,349,293,392
16,812,837,381,481,226,377
77,419,723,6,124,393,208
67,352,510,148,168,122,156
73,965,920,417,372,302,342
1,822,859,389,478,334,251
4,609,753,294,178,307,42
69,919,744,415,340,364,115
70,454,873,97,265,346,219
76,705,961,459,466,202,172
13,909,608,419,127,300,349
53,601,1102,347,309,394,202
79,711,1138,58,411,373,339
3,844,806,394,308,98,251
66,566,940,122,211,346,257
77,760,804,116,254,178,388
12,800,527,237,125,127,202
64,639,438,455,90,283,53
41,820,628,334,5,368,325
37,364,943,72,340,279,93
7,602,720,132,312,186,270
68,702,1009,381,482,287,106
51,854,652,349,405,94,265
51,571,1079,1,452,254,269
73,724,838,245,438,322,386
60,609,760,123,329,251,257
53,545,805,298,111,356,119
51,773,899,349,234,338,267
71,512,1070,12,342,352,193
79,773,979,344,344,307,326
57,648,614,236,59,332,79
28,778,357,303,186,127,244
33,652,673,495,292,99,56
38,585,538,220,10,309,270
75,611,854,269,345,395,277
65,921,832,321,378,149,325
42,889,672,174,230,352,397
19,616,815,107,298,126,260
31,746,564,330,180,266,347
55,636,630,113,31,323,358
73,541,530,156,90,337,65
75,592,1054,134,307,366,70
55,552,340,73,45,200,246
25,539,674,337,291,216,91
38,850,545,445,115,91,106
34,712,553,327,223,102,46
46,877,787,363,186,284,337
67,674,731,215,474,102,336
77,586,863,224,87,395,201
54,756,682,423,260,263,235
66,1033,588,445,293,91,225
18,679,918,61,457,328,241
77,499,572,189,449,54,116
77,798,899,105,314,228,398
4,677,605,171,207,236,153
57,702,340,171,108,140,283
73,667,785,35,317,201,348
6,672,545,446,139,94,150
24,637,681,71,223,143,386
79,954,727,366,302,186,366
56,544,1217,107,486,365,105
62,1065,655,481,170,155,256
26,441,251,105,90,72,286
50,835,323,463,83,148,181
33,581,503,42,78,68,249
34,927,842,421,499,196,184
23,686,472,138,64,330,351
69,872,615,312,15,290,307
66,1051,453,443,105,207,267
41,570,555,153,84,329,352
0,191,892,7,437,340,59
17,377,1001,67,482,288,140
62,677,727,187,316,113,278
55,776,867,325,472,118,384
31,577,717,35,257,335,146
72,617,852,221,486,73,277
17,431,852,18,349,252,348
3,782,627,458,121,364,266
0,766,546,456,44,167,165
78,386,612,39,45,169,182
72,808,716,364,318,158,389
31,883,933,224,435,315,291
76,1096,730,477,119,271,335
70,963,619,410,288,106,386
61,689,770,160,173,367,138
47,682,768,213,184,228,96
5,580,734,111,313,166,185
51,745,378,216,200,128,232
78,352,745,89,297,357,201
54,806,771,202,304,276,216
36,896,603,435,146,69,168
58,774,687,325,283,136,300
1,470,525,168,39,94,110
16,587,808,195,397,168,267
28,468,733,118,255,111,93
16,834,505,357,4,208,373
75,267,809,108,60,375,68
66,535,884,217,370,254,62
43,954,387,404,184,63,298
19,961,1070,418,478,317,211
38,548,398,147,104,148,281
23,472,691,107,263,107,309
6,275,582,144,408,98,65
31,474,704,120,258,269,41
61,693,371,304,56,64,162
57,551,646,322,179,136,189
7,345,956,141,301,323,83
79,963,772,222,463,95,399
38,491,769,115,372,330,151
34,409,913,60,182,364,72
38,702,580,256,40,273,193
69,1102,378,405,125,87,377
69,639,931,389,267,353,111
51,896,587,302,107,267,248
41,638,921,139,344,381,141
77,831,860,250,349,145,398
10,754,719,437,326,206,144
55,389,464,180,21,293,49
53,948,386,471,205,78,372
24,689,593,211,267,153,294
6,1059,861,498,482,280,373
9,1116,850,443,389,125,280
78,675,746,240,270,329,374
6,1073,720,400,251,174,282
20,648,551,257,158,336,350
8,463,312,98,81,128,114
73,1136,621,432,276,209,347
41,900,358,323,87,49,385
27,724,711,415,167,235,139
4,734,259,214,0,184,193
33,925,844,394,470,51,354
75,620,1191,247,479,345,192
68,474,488,233,347,66,83
17,631,791,202,398,270,43
60,1012,460,288,270,132,370
67,683,1052,195,338,348,380
57,970,726,295,230,314,328
49,823,812,335,416,167,291
46,952,1057,214,432,280,374
11,365,962,177,262,396,101
54,1195,909,496,470,350,359
54,538,958,144,480,240,206
52,951,765,492,353,302,98
54,578,607,102,430,42,104
33,605,372,367,116,57,154
52,868,1035,265,367,291,220
16,464,793,89,222,263,150
12,743,651,453,406,60,78
5,771,796,374,235,211,349
27,740,615,249,172,384,213
23,913,419,323,64,294,328
70,824,870,181,449,318,311
23,963,597,232,324,200,359
44,661,762,326,390,321,292
25,601,834,254,374,228,170
48,816,885,441,444,98,331
75,645,818,72,384,159,218
25,356,747,45,474,60,212
57,571,1063,132,415,380,349
27,617,1117,184,488,361,166
39,1141,912,492,496,272,304
73,781,437,255,38,336,179
16,834,1117,324,392,373,298
41,556,950,351,450,135,54
63,250,789,88,192,305,122
5,865,879,331,280,274,281
58,1012,626,337,154,111,369
10,821,356,313,17,172,192
44,813,804,61,430,49,396
9,599,733,145,290,367,220
37,861,669,451,248,59,102
51,1082,1009,444,319,389,283
64,940,843,303,462,143,385
30,870,645,246,112,346,269
47,812,486,415,98,160,157
54,629,688,201,179,213,66
2,403,978,171,426,342,120
9,752,527,315,282,98,141
19,599,771,349,310,288,40
8,818,627,309,432,57,238
61,780,329,281,1,216,386
62,1037,704,498,51,351,387
49,882,274,202,62,86,313
17,735,708,177,459,66,265
32,508,220,144,53,98,77
66,762,817,322,149,314,260
41,627,804,107,315,357,187
9,834,707,447,255,327,124
13,814,476,474,220,166,274
59,659,699,483,203,193,44
23,972,398,459,53,279,367
27,654,661,110,383,169,363
4,742,683,209,13,286,279
64,803,857,415,352,240,150
18,705,507,283,99,222,163
4,1062,659,470,55,284,382
52,638,538,98,85,72,342
69,441,816,182,145,370,98
8,760,355,285,7,173,294
27,862,956,230,450,331,273
16,411,806,192,416,180,43
18,969,346,374,14,212,377
23,1188,906,435,446,380,382
49,619,730,433,16,369,100
0,391,610,146,334,113,179
69,547,833,340,441,168,64
15,511,791,83,474,109,192
67,1153,824,470,166,369,321
34,573,819,86,410,286,213
39,744,720,302,417,42,304
0,860,938,348,496,169,136
54,930,614,351,195,364,277
70,298,974,36,416,232,201
56,682,961,36,424,322,313
35,845,567,405,290,199,196
46,765,881,482,179,335,112
76,640,594,102,240,246,241
59,590,707,53,403,168,272
36,526,551,370,341,162,60
72,720,754,155,351,272,371
25,593,464,121,326,65,276
59,766,582,423,84,287,272
44,744,637,135,395,118,258
58,668,370,105,104,92,192
78,606,921,442,405,362,54
7,510,304,114,109,107,267
53,724,646,337,8,367,327
38,960,822,407,341,264,156
56,869,535,320,44,273,399
30,1123,410,494,12,229,312
33,424,598,93,71,243,228
71,517,620,209,303,233,170
51,568,753,145,232,315,141
54,852,609,385,13,386,296
69,635,519,272,187,92,128
33,541,953,265,360,287,204
34,633,964,308,496,313,107
52,972,992,382,468,223,307
64,520,630,257,18,294,47
53,1120,925,423,448,291,362
22,424,823,21,333,284,234
38,937,996,409,464,138,188
1,578,750,96,156,385,94
21,766,1144,282,460,396,171
71,1005,669,325,494,79,325
65,768,481,328,303,92,228
71,1095,400,432,296,43,318
44,828,1070,433,385,383,67
35,657,1175,239,465,392,292
49,669,1132,256,444,327,251
24,870,641,251,31,294,381
20,798,733,266,401,53,323
12,819,683,252,334,306,199
57,362,485,55,54,129,245
40,801,762,342,292,235,355
27,528,970,112,387,278,98
30,829,342,350,22,257,367
61,873,1085,371,471,256,321
50,674,417,259,28,294,231
8,569,244,33,0,150,235
48,709,611,280,254,295,343
55,741,483,440,147,185,110
3,643,759,191,500,165,285
43,884,687,407,45,385,323
18,500,873,74,451,165,373
51,645,275,307,150,62,247
75,804,764,358,105,365,224
12,437,630,53,277,66,280
36,476,840,75,167,311,204
19,767,462,472,327,79,183
10,639,547,432,13,349,154
29,969,707,494,158,270,377
9,675,250,367,37,47,111
63,853,441,449,11,260,265
2,862,715,473,440,92,203
38,694,566,46,323,175,386
68,312,488,1,146,186,66
48,360,742,135,484,58,67
73,406,492,43,269,40,273
16,752,436,384,93,123,267
62,859,338,336,130,126,394
14,737,847,366,419,386,155
23,657,921,424,356,360,50
5,516,677,282,450,129,55
78,405,617,69,300,201,248
76,884,517,464,227,128,286
27,920,858,302,202,388,271
68,786,793,253,252,231,171
37,986,926,294,483,326,397
22,433,741,156,422,275,136
33,705,596,389,400,132,96
25,537,802,413,274,286,65
21,1079,952,411,295,294,294
13,747,578,139,158,48,264
53,510,524,90,88,282,163
63,974,580,392,362,78,318
27,628,508,265,37,305,190
51,301,487,184,84,58,40
77,684,886,256,430,328,199
44,788,540,311,49,367,299
77,678,703,200,384,245,244
1,863,562,143,413,71,396
28,1072,744,489,489,181,386
13,481,954,329,457,264,71
34,993,724,463,89,289,152
14,653,757,302,429,62,285
41,780,744,145,173,173,248
5,474,849,11,173,392,82
24,416,977,83,464,313,119
27,418,574,90,188,66,192
77,1024,605,445,329,80,317
41,638,534,279,35,379,148
79,734,606,325,389,53,269
47,830,628,226,249,124,272
55,934,784,475,365,375,218
72,1164,795,482,402,311,310
12,649,421,267,274,98,253
61,690,551,486,83,184,105
49,1037,548,500,267,223,326
19,615,432,184,10,173,89
71,720,983,369,371,374,228
58,532,581,396,216,69,64
6,605,536,109,166,139,182
56,674,838,47,465,306,256
71,377,1060,88,498,332,217
49,954,405,285,205,160,303
17,704,522,138,135,302,231
26,745,776,282,181,221,126
15,500,813,203,345,148,220
64,508,787,248,257,297,86
24,460,676,218,235,364,40
3,882,618,478,358,191,52
0,934,653,477,130,157,251
39,856,727,278,118,220,189
45,733,603,474,371,129,84
0,710,455,218,89,220,103
10,859,369,197,54,181,313
54,840,804,471,373,75,179
28,637,826,115,393,242,267
78,530,880,287,266,400,96
37,747,591,356,134,176,225
37,667,868,391,351,161,53
75,505,1046,91,450,240,323
10,673,725,356,257,345,96
19,907,599,418,198,166,289
62,818,735,431,168,261,159
1,1164,333,480,1,134,371
11,547,685,8,136,293,279
71,783,1008,170,493,400,224
62,638,598,182,277,103,186
66,449,313,18,12,197,174
44,471,814,83,394,332,251
20,547,646,64,81,400,157
17,303,1003,85,455,284,133
20,872,741,458,270,276,158
22,537,422,259,86,63,204
26,694,1043,322,419,317,143
56,666,1050,409,346,387,99
72,648,695,388,430,62,177
72,640,765,18,342,116,346
75,591,907,266,231,337,153
19,1008,858,316,488,252,381
43,957,709,317,319,86,306
6,618,938,82,464,355,210
55,907,558,456,101,139,388
68,402,632,147,215,330,214
30,900,626,500,244,116,338
25,799,455,133,84,130,369
17,666,766,233,395,306,272
8,842,1203,253,437,373,330
52,795,718,386,500,76,322
72,636,828,156,442,262,240
51,527,763,121,484,157,154
4,430,753,118,16,343,186
34,609,364,128,9,149,291
14,799,709,476,336,187,282
2,803,218,363,2,120,131
79,626,568,281,393,60,202
44,635,296,198,42,121,291
39,568,789,96,243,285,151
